gateway-1  | 
gateway-1  | 2026-05-01T04:45:36.951Z TRACE 1 --- [gateway] [     parallel-8] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:36.954Z TRACE 1 --- [gateway] [     parallel-8] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/swagger-ui-bundle.js
gateway-1  | 2026-05-01T04:45:36.955Z TRACE 1 --- [gateway] [     parallel-8] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/swagger-ui-bundle.js
gateway-1  | 2026-05-01T04:45:36.957Z DEBUG 1 --- [gateway] [     parallel-8] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"*/*", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"script", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50444"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:36.959Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:36.960Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui.css'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@3f36638b', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.020206299, duration(nanos)=2.0206299E7, startTimeNanos=11179248183114}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@31f19a1d}
gateway-1  | 2026-05-01T04:45:36.960Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:36.961Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/index.css'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@267531e2', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.041588699, duration(nanos)=4.1588699E7, startTimeNanos=11179227719214}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@28b2db5c}
gateway-1  | 2026-05-01T04:45:36.962Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 0b675353, outbound: [1c6491b2-4] 
gateway-1  | 2026-05-01T04:45:36.966Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:36.959Z DEBUG 1 --- [gateway] [     parallel-8] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui-bundle.js'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@55785208', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.0012267, duration(nanos)=1226700.0, startTimeNanos=11179266061714}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@5bbfa6d7} created for the request. New headers are [Host:"localhost:8443", sec-ch-ua-platform:""Windows"", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", sec-ch-ua:""Microsoft Edge";v="147", "Not.A/Brand";v="8", "Chromium";v="147"", sec-ch-ua-mobile:"?0", Accept:"*/*", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"script", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50444"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:36.962Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 5934ca7c, outbound: [69d2e234-3] 
gateway-1  | 2026-05-01T04:45:36.976Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:36.991Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: c837a172, inbound: [dd123ccc-5] 
gateway-1  | 2026-05-01T04:45:36.991Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 00be9eae, inbound: [bfc69449-7] 
gateway-1  | 2026-05-01T04:45:37.001Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.002Z DEBUG 1 --- [gateway] [or-http-epoll-8] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui-bundle.js'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@55785208', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.044144298, duration(nanos)=4.4144298E7, startTimeNanos=11179266061714}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@5bbfa6d7}
gateway-1  | 2026-05-01T04:45:37.003Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 00be9eae, outbound: [bfc69449-7] 
gateway-1  | 2026-05-01T04:45:37.005Z TRACE 1 --- [gateway] [or-http-epoll-8] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:37.007Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.009Z DEBUG 1 --- [gateway] [or-http-epoll-6] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui-standalone-preset.js'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@4130cd44', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.060817598, duration(nanos)=6.0817598E7, startTimeNanos=11179256049114}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@4ff73b12}
gateway-1  | 2026-05-01T04:45:37.013Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: c837a172, outbound: [dd123ccc-5] 
gateway-1  | 2026-05-01T04:45:37.016Z TRACE 1 --- [gateway] [or-http-epoll-6] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=200),tag(outcome=SUCCESSFUL),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=OK)]
gateway-1  | 2026-05-01T04:45:37.355Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.f.WeightCalculatorWebFilter      : Weights attr: {}
gateway-1  | 2026-05-01T04:45:37.357Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/oauth2/**]" does not match against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.358Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/login/**]" does not match against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.358Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/error/**]" does not match against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.359Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/.well-known/**]" does not match against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.359Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "[/product-composite/**]" does not match against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.360Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.h.p.PathRoutePredicateFactory    : Pattern "/openapi/**" matches against value "/openapi/swagger-ui/swagger-ui.css.map"
gateway-1  | 2026-05-01T04:45:37.360Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Route matched: product-composite-swagger-ui
gateway-1  | 2026-05-01T04:45:37.361Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : Mapping [Exchange: GET https://localhost:8443/openapi/swagger-ui/swagger-ui.css.map] to Route{id='product-composite-swagger-ui', uri=lb://product-composite-service, order=0, predicate=(RouteDefinitionRouteLocator$$Lambda/0x000000009688f5b0 && Paths: [/openapi/**], match trailing slash: true), gatewayFilters=[], metadata={}}
gateway-1  | 2026-05-01T04:45:37.361Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.h.RoutePredicateHandlerMapping   : [bfc69449-8] Mapped to org.springframework.cloud.gateway.handler.FilteringWebHandler@3df04fa1
gateway-1  | 2026-05-01T04:45:37.362Z DEBUG 1 --- [gateway] [     parallel-1] o.s.c.g.handler.FilteringWebHandler      : Sorted gatewayFilterFactories: [[GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RemoveCachedBodyFilter@69f3e556}, order = -2147483648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.AdaptCachedBodyGlobalFilter@47b961e2}, order = -2147482648], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyWriteResponseFilter@17ae13d5}, order = -1], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardPathFilter@51869ad6}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.GatewayMetricsFilter@77f4038c}, order = 0], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.RouteToRequestUrlFilter@1eb9d69a}, order = 10000], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ReactiveLoadBalancerClientFilter@28dacf31}, order = 10150], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.LoadBalancerServiceInstanceCookieFilter@47e60b71}, order = 10151], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.WebsocketRoutingFilter@27a90ce5}, order = 2147483646], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.NettyRoutingFilter@795faad}, order = 2147483647], [GatewayFilterAdapter{delegate=org.springframework.cloud.gateway.filter.ForwardRoutingFilter@36511772}, order = 2147483647]]
gateway-1  | 2026-05-01T04:45:37.368Z TRACE 1 --- [gateway] [     parallel-1] o.s.c.g.filter.RouteToRequestUrlFilter   : RouteToRequestUrlFilter start
gateway-1  | 2026-05-01T04:45:37.371Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : ReactiveLoadBalancerClientFilter url before: lb://product-composite-service/openapi/swagger-ui/swagger-ui.css.map
gateway-1  | 2026-05-01T04:45:37.373Z TRACE 1 --- [gateway] [     parallel-1] s.c.g.f.ReactiveLoadBalancerClientFilter : LoadBalancerClientFilter url chosen: http://aa3da043a6fa:8080/openapi/swagger-ui/swagger-ui.css.map
gateway-1  | 2026-05-01T04:45:37.375Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Will instrument the HTTP request headers [Host:"localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"empty", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50444"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.376Z DEBUG 1 --- [gateway] [     parallel-1] g.f.h.o.ObservedRequestHttpHeadersFilter : Client observation  {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui.css.map'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@77b09e2d', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=2.086E-4, duration(nanos)=208600.0, startTimeNanos=11179684019703}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@86b3502} created for the request. New headers are [Host:"localhost:8443", Sec-Fetch-Site:"same-origin", Sec-Fetch-Mode:"no-cors", Sec-Fetch-Dest:"empty", User-Agent:"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36 Edg/147.0.0.0", Accept-Encoding:"gzip, deflate, br, zstd", Accept-Language:"en-US,en;q=0.9,en-IN;q=0.8", Cookie:"JSESSIONID=51CA04C3DAAA3FF38B97226219B46493", Forwarded:"proto=https;by="172.21.0.5:8443";host="localhost:8443";for="172.21.0.1:50444"", X-Forwarded-For:"172.21.0.1", X-Forwarded-Proto:"https", X-Forwarded-Port:"8443", X-Forwarded-Host:"localhost:8443"]
gateway-1  | 2026-05-01T04:45:37.378Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.gateway.filter.NettyRoutingFilter  : outbound route: 5934ca7c, inbound: [bfc69449-8] 
gateway-1  | 2026-05-01T04:45:37.412Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : Will instrument the response
gateway-1  | 2026-05-01T04:45:37.413Z DEBUG 1 --- [gateway] [or-http-epoll-4] .f.h.o.ObservedResponseHttpHeadersFilter : The response was handled for observation {name=http.client.requests(null), error=null, context=name='http.client.requests', contextualName='null', error='null', lowCardinalityKeyValues=[http.method='GET', http.status_code='UNKNOWN', spring.cloud.gateway.route.id='product-composite-swagger-ui', spring.cloud.gateway.route.uri='lb://product-composite-service'], highCardinalityKeyValues=[http.uri='https://localhost:8443/openapi/swagger-ui/swagger-ui.css.map'], map=[class io.micrometer.core.instrument.Timer$Sample='io.micrometer.core.instrument.Timer$Sample@77b09e2d', class io.micrometer.core.instrument.LongTaskTimer$Sample='SampleImpl{duration(seconds)=0.037904399, duration(nanos)=3.7904399E7, startTimeNanos=11179684019703}'], parentObservation=org.springframework.security.web.server.ObservationWebFilterChainDecorator$PhasedObservation@86b3502}
gateway-1  | 2026-05-01T04:45:37.415Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.NettyWriteResponseFilter  : NettyWriteResponseFilter start inbound: 5934ca7c, outbound: [bfc69449-8] 
gateway-1  | 2026-05-01T04:45:37.417Z TRACE 1 --- [gateway] [or-http-epoll-4] o.s.c.g.filter.GatewayMetricsFilter      : spring.cloud.gateway.requests tags: [tag(httpMethod=GET),tag(httpStatusCode=404),tag(outcome=CLIENT_ERROR),tag(routeId=product-composite-swagger-ui),tag(routeUri=lb://product-composite-service),tag(status=NOT_FOUND)]
